User ID,Clicks,Non-Clicks
U70189,[],"['N20793', 'N55275', 'N31679', 'N62894', 'N52312', 'N34185', 'N20614', 'N62750', 'N54752', 'N41172', 'N27737', 'N33828', 'N41934', 'N17031', 'N9621', 'N59267', 'N36612', 'N36288', 'N48487']"
U49542,"['N50155', 'N306', 'N50372', 'N36699', 'N61249', 'N10843', 'N8448', 'N56665', 'N13927', 'N48715', 'N23614']",[]
U55158,['N20121'],"['N59390', 'N49685', 'N23184', 'N10386']"
U81826,"['N20575', 'N26179', 'N51705']","['N3737', 'N64228', 'N27101', 'N43587', 'N41172', 'N52294', 'N39949', 'N33964', 'N8957', 'N59981', 'N55204', 'N63538', 'N59761', 'N60186']"
U18939,"['N29177', 'N23119', 'N19105']","['N24272', 'N27845', 'N35671', 'N5442', 'N26130', 'N41881', 'N27079', 'N27583', 'N26179', 'N43001', 'N38783']"
U41075,"['N871', 'N20575', 'N10843', 'N26026', 'N51705', 'N8448', 'N41298']",['N60992']
U89807,"['N14742', 'N40716', 'N43519', 'N3041', 'N4786', 'N4020', 'N35009']","['N41020', 'N32544', 'N60105', 'N31978']"
U18455,[],"['N50302', 'N45211', 'N6658']"
U16820,"['N50155', 'N29177', 'N43989', 'N5917']",[]
U89424,"['N20575', 'N4786', 'N21815', 'N49179']",['N53397']
U35109,"['N306', 'N261', 'N5905', 'N30765']",['N3344']
U7501,"['N26580', 'N13927', 'N20121', 'N60702', 'N22455', 'N41881', 'N28088', 'N5629', 'N48699', 'N51692', 'N53100', 'N37811', 'N3500', 'N21020', 'N306', 'N40716', 'N30822', 'N64273', 'N7714', 'N54522', 'N61388', 'N58644']","['N62838', 'N24272', 'N27845', 'N25546', 'N5442', 'N26319']"
U59513,"['N45736', 'N34574', 'N1066', 'N10055', 'N196', 'N35671', 'N61997', 'N31802', 'N4080', 'N27612', 'N14102', 'N1322', 'N6266', 'N61623', 'N30682', 'N15402', 'N8952', 'N28852', 'N30531']","['N4912', 'N24686', 'N49685', 'N54300', 'N20331', 'N26130', 'N5370', 'N23254', 'N28448', 'N49279', 'N61006', 'N22549', 'N31679', 'N35172', 'N50302', 'N26179', 'N25867']"
U21239,"['N29177', 'N49731', 'N38298', 'N5104', 'N38629', 'N32573', 'N2018', 'N64554', 'N13700', 'N49040', 'N36754', 'N56923', 'N4705', 'N58264', 'N61249', 'N1066', 'N5270', 'N59590', 'N52551', 'N44251', 'N27612', 'N26026', 'N61313', 'N37811', 'N56857', 'N10347', 'N871', 'N55620', 'N4950', 'N42137', 'N23119', 'N4643', 'N64273', 'N16082', 'N61696', 'N39118', 'N64825']",[]
U6853,"['N48715', 'N26264', 'N60587', 'N53052']","['N41020', 'N32544']"
U28586,[],"['N4642', 'N21420', 'N33831', 'N26262']"
U4992,"['N50155', 'N38298', 'N45729', 'N20342', 'N55189', 'N4020', 'N47479', 'N61249', 'N22674', 'N2696', 'N12367', 'N35009', 'N46795', 'N61388', 'N46978']","['N43519', 'N6056', 'N21656', 'N41020', 'N32544', 'N23547', 'N32182', 'N60105', 'N31978']"
U25864,"['N30892', 'N38298', 'N47479', 'N26580', 'N25885', 'N5905', 'N49685', 'N62714', 'N53531', 'N7422', 'N9248', 'N52551', 'N48699', 'N26880', 'N4593', 'N10867', 'N63180', 'N306', 'N38736', 'N30531']","['N26130', 'N4912', 'N21519']"
U47338,"['N20575', 'N35671']","['N41020', 'N32544', 'N23547', 'N32182', 'N38309', 'N3344']"
U29932,"['N38298', 'N19494', 'N1998', 'N49279', 'N16344', 'N4593', 'N46978']","['N59390', 'N31679', 'N23184', 'N61185']"
U11284,[],[]
U62357,"['N55897', 'N25050', 'N22161', 'N16344', 'N34694']","['N61623', 'N13930', 'N33964', 'N12523', 'N55204']"
U13243,['N14780'],"['N17342', 'N59390', 'N49279', 'N23184', 'N61185', 'N38783']"
U78457,[],"['N8957', 'N26130', 'N5370', 'N5905', 'N24686', 'N9139', 'N33964', 'N55204', 'N3541', 'N15761', 'N64526', 'N40356', 'N30518', 'N1914', 'N49252', 'N61623', 'N30998', 'N13930', 'N63538', 'N53585']"
U83377,"['N59390', 'N26760', 'N46091', 'N871']","['N49279', 'N61185']"
U65705,['N50372'],"['N63899', 'N27737', 'N41934', 'N50484', 'N48487']"
U40542,"['N43955', 'N26262', 'N9824', 'N527', 'N53531', 'N1603', 'N8448', 'N60550', 'N28992', 'N38118']","['N4404', 'N33831', 'N55325', 'N16148', 'N37793']"
U58813,"['N63837', 'N6056', 'N35671', 'N39584', 'N23669', 'N53100', 'N39697', 'N22130', 'N46795', 'N38182', 'N64825']","['N20793', 'N55275', 'N496', 'N54752', 'N41172', 'N9621', 'N46923', 'N62750', 'N55555', 'N39399', 'N45428', 'N55325', 'N60550', 'N31679', 'N62894']"
U15281,"['N33154', 'N53052', 'N30998', 'N13930', 'N53531', 'N18094', 'N6464', 'N56486', 'N9412']","['N33964', 'N55204']"
U13683,[],[]
U4650,"['N64838', 'N34820', 'N64834']","['N29212', 'N41387']"
U89055,['N3908'],"['N24111', 'N41020', 'N32182']"
U43429,"['N306', 'N33154', 'N45729', 'N55189', 'N46085', 'N64273', 'N35009', 'N44796', 'N3500', 'N61388', 'N15655', 'N10347']","['N30998', 'N13930', 'N33964', 'N55204', 'N53585', 'N30518']"
U51317,[],"['N29212', 'N1539', 'N41387']"
U6767,"['N5104', 'N7938', 'N56775', 'N38783', 'N53531', 'N41881', 'N28088', 'N20857', 'N50155', 'N18321', 'N4020', 'N22279', 'N26642', 'N9282', 'N21576', 'N3500', 'N10867', 'N871', 'N43001']",['N49685']
U34392,[],"['N27737', 'N48487', 'N41934']"
U39386,[],[]
U15497,"['N32585', 'N871', 'N4020', 'N770']","['N59981', 'N53585']"
U90920,"['N306', 'N51569', 'N10417', 'N14150', 'N61388']","['N38294', 'N20793', 'N55275', 'N9621', 'N54752', 'N17031', 'N27737', 'N52312', 'N36288', 'N33828', 'N41934', 'N31679', 'N48487', 'N62894']"
U74182,"['N56011', 'N53585', 'N55189']","['N41172', 'N52294', 'N33964', 'N8957', 'N59981', 'N55204', 'N63538']"
U66506,"['N35671', 'N29857']",[]
U3410,[],[]
U18515,"['N817', 'N2231']","['N6056', 'N24686', 'N16920', 'N2823', 'N30475', 'N55204', 'N58410', 'N30518']"
U74605,['N64273'],"['N43519', 'N41020', 'N32544', 'N60105', 'N31978']"
U2784,"['N32312', 'N19494', 'N19870', 'N62615', 'N22455', 'N30223', 'N26319', 'N60992', 'N28088', 'N11068', 'N27320', 'N50155', 'N15857', 'N32939', 'N51396', 'N22189', 'N4020', 'N47819', 'N23669', 'N61126', 'N33513', 'N34669', 'N30822', 'N25485', 'N2533', 'N56446', 'N35492', 'N13927', 'N49040', 'N52382', 'N40942', 'N28463', 'N64955', 'N24261', 'N32483', 'N59273', 'N22558', 'N21576', 'N56486', 'N9186', 'N11282', 'N50475', 'N12680', 'N57457', 'N55318', 'N21503', 'N2309', 'N35459', 'N27482', 'N47090', 'N48044', 'N23784', 'N44551', 'N27612', 'N26026', 'N36530', 'N19429', 'N64800', 'N564', 'N55599', 'N58061', 'N38909', 'N45954', 'N38118', 'N49588', 'N34574', 'N49904', 'N2183', 'N7112', 'N47508', 'N34272', 'N10447', 'N54936', 'N20575', 'N17796', 'N48332', 'N44796', 'N46599', 'N62327', 'N51692', 'N7499', 'N4593', 'N43677', 'N47218', 'N1841', 'N61388', 'N43111']","['N3841', 'N43386', 'N14592', 'N41172']"
U16992,[],"['N27737', 'N48487', 'N41934']"
U74364,"['N306', 'N48699', 'N48076', 'N37199', 'N29857', 'N38629', 'N61313', 'N10470', 'N63063', 'N21136', 'N50299']","['N6056', 'N26262', 'N61623', 'N30998', 'N15761', 'N13930', 'N9139', 'N33964', 'N8957', 'N36545', 'N41881', 'N16920', 'N5370', 'N51506', 'N55204', 'N14780', 'N63538', 'N1914']"
U43007,"['N1843', 'N44251', 'N28088', 'N8448', 'N5290']",[]
U65334,[],"['N4642', 'N21420', 'N48077']"
U91151,[],"['N3541', 'N61623', 'N24686', 'N15761', 'N63538', 'N3697', 'N9139', 'N33964', 'N8957', 'N5370', 'N23254', 'N12523', 'N59981', 'N55204', 'N58410', 'N53585', 'N1914']"
U59911,"['N43955', 'N41172', 'N47479', 'N36530', 'N2018', 'N7327']","['N37185', 'N59673', 'N4754', 'N4642', 'N23184']"
U73244,"['N306', 'N59673', 'N35560', 'N51692']","['N25949', 'N26262', 'N22320', 'N41172', 'N60992', 'N14592', 'N59385', 'N16314']"
U84264,['N60702'],"['N21420', 'N59673', 'N14592']"
U22011,"['N28088', 'N58232']","['N29212', 'N41387', 'N55555']"
U85566,['N24346'],[]
U17621,"['N19435', 'N54755', 'N871', 'N36132', 'N6734', 'N11116', 'N41225', 'N53531', 'N26642', 'N43749', 'N59156', 'N47090', 'N4593', 'N53585', 'N14647']",['N17140']
U27822,['N52551'],"['N49279', 'N61185']"
U62913,[],"['N24272', 'N62838', 'N25546', 'N5442', 'N51378', 'N23784', 'N28324', 'N26130', 'N5905', 'N55582', 'N26179', 'N279', 'N43001', 'N38783']"
U21675,[],"['N23784', 'N7754', 'N26130', 'N27079', 'N25471', 'N14780']"
U79756,"['N48497', 'N306', 'N30842', 'N41020', 'N23741', 'N41225', 'N42127', 'N26580', 'N18902', 'N1167', 'N49279', 'N10417', 'N8448', 'N31978', 'N48715', 'N58232', 'N56399']","['N43519', 'N26262', 'N52294', 'N60105', 'N30475']"
U44535,"['N56447', 'N44402', 'N3500']","['N24272', 'N5442', 'N27845', 'N41881']"
U59746,['N52551'],"['N59981', 'N63538']"
U70584,"['N56447', 'N4593']","['N21420', 'N41172', 'N3841', 'N23008', 'N59673', 'N62563', 'N14592', 'N19647', 'N21701', 'N43386']"
U12662,['N13927'],"['N25546', 'N23784', 'N51378', 'N54300', 'N30295', 'N26130', 'N41881', 'N27583', 'N26179', 'N279', 'N43001']"
U10103,"['N2309', 'N47508', 'N42289', 'N34649', 'N64562', 'N46795', 'N48715', 'N14509', 'N36754', 'N37033', 'N33170', 'N46504', 'N37915', 'N53531', 'N28088', 'N39430', 'N51705', 'N20109', 'N52551', 'N54235', 'N14150', 'N7499', 'N36557', 'N4593', 'N63180', 'N51991', 'N871', 'N42137', 'N8331', 'N51818', 'N61388', 'N60029', 'N10414']","['N496', 'N41387', 'N24109', 'N35393', 'N33831', 'N55943', 'N60550', 'N31679', 'N16148']"
U1028,"['N62615', 'N28691', 'N2018', 'N34694', 'N63842', 'N28992', 'N61388', 'N23062', 'N27922']",['N48705']
U77663,"['N63499', 'N42691', 'N14150']","['N4642', 'N4754', 'N21420', 'N21712']"
U71415,"['N13930', 'N44251', 'N19494']","['N61623', 'N30998', 'N33964', 'N8957', 'N55204', 'N53585', 'N63538', 'N30518']"
U32673,"['N48715', 'N2805', 'N51692', 'N30531']","['N26262', 'N61623', 'N59673', 'N48077', 'N60992', 'N14592']"
U69084,"['N19429', 'N64554']",[]
U34456,"['N306', 'N12900', 'N49685', 'N2018', 'N61388']",[]
U72572,['N13927'],['N55204']
U54413,[],"['N26130', 'N49685', 'N23184', 'N50060']"
U5420,[],"['N43266', 'N45422']"
U30519,"['N43955', 'N20575', 'N52551', 'N34937', 'N1066', 'N4272', 'N59923']","['N26179', 'N5442', 'N8929', 'N36545', 'N6658', 'N45211', 'N50302', 'N31679']"
U500,"['N24272', 'N4830', 'N20575', 'N53531', 'N48715']","['N41881', 'N27845']"
U23068,[],[]
U39239,"['N50155', 'N15528', 'N52551', 'N9165', 'N45954']","['N27737', 'N48487', 'N33828', 'N41934', 'N50484']"
U18617,"['N36133', 'N21777', 'N32312', 'N49731', 'N32748', 'N58401', 'N63019', 'N64554', 'N60702', 'N5917', 'N28088', 'N25078', 'N44251', 'N3615', 'N48076', 'N59742', 'N60364', 'N4593', 'N20718', 'N37003', 'N64273', 'N9440']","['N38783', 'N279', 'N26179', 'N25546', 'N23784', 'N54300', 'N26130', 'N36545', 'N25471', 'N59390', 'N49279', 'N35172', 'N14780', 'N31679', 'N23184', 'N61185', 'N12579']"
U57440,[],"['N41387', 'N55943', 'N1539', 'N29212', 'N31679']"
U59887,"['N306', 'N53531', 'N55189']",['N41020']
U73289,[],"['N38294', 'N20793', 'N55275', 'N27737', 'N59267', 'N62750', 'N34185', 'N33828', 'N60550', 'N41934', 'N31679', 'N48487', 'N62894']"
U79693,"['N55189', 'N60702']",[]
U25554,"['N13689', 'N26488']","['N39949', 'N52294', 'N49955', 'N60992', 'N14592', 'N49194']"
U70480,"['N28081', 'N31748', 'N38311', 'N41244', 'N42137', 'N14114', 'N4642', 'N40658', 'N39192']",[]
U37057,[],['N55325']
U7250,"['N38298', 'N43587', 'N61972', 'N53216', 'N7938', 'N61249', 'N62875', 'N58580', 'N5905', 'N30765', 'N61388', 'N46978', 'N2078']","['N24272', 'N5442']"
U14519,"['N35120', 'N41229', 'N39118', 'N28088']",[]
U44267,"['N17498', 'N19636']","['N43519', 'N6056', 'N3841', 'N61760', 'N41020', 'N962', 'N32182', 'N60105', 'N27932', 'N32544', 'N23547', 'N58271', 'N31978', 'N28327', 'N61463', 'N30870']"
U59870,"['N12680', 'N871', 'N46372', 'N49685', 'N28123']","['N28934', 'N49030', 'N23184', 'N50060', 'N38783']"
U39624,['N47895'],"['N56278', 'N3541', 'N61623', 'N24686', 'N15761', 'N49685', 'N62275', 'N26130', 'N23254', 'N12523', 'N30633', 'N1914']"
U35554,['N40716'],"['N59390', 'N49279', 'N23184', 'N61185']"
U34988,[],"['N6056', 'N26262', 'N3344', 'N3841', 'N7112', 'N2058', 'N59673', 'N49955', 'N3179', 'N60105', 'N27932', 'N23547', 'N4754', 'N60992', 'N31978', 'N59385', 'N43386', 'N45294']"
U15748,['N61388'],"['N24272', 'N27845', 'N25546', 'N5442', 'N36545', 'N26130', 'N41881', 'N12523', 'N27583', 'N26179', 'N43001', 'N38783']"
U72263,"['N4642', 'N62287', 'N43512']","['N21420', 'N61844']"
U38863,"['N13935', 'N56775', 'N25058', 'N60702']",[]
U79449,"['N32748', 'N40453', 'N25677', 'N30501', 'N35009', 'N13927', 'N48715', 'N7637', 'N23403', 'N14801', 'N27895', 'N56399', 'N32939', 'N18321', 'N51692', 'N19429', 'N2444', 'N60622', 'N3500', 'N36557', 'N4593', 'N46978', 'N306', 'N27278', 'N14742', 'N38736', 'N48256', 'N52381', 'N64536', 'N64474', 'N10414']","['N43386', 'N33831', 'N4642', 'N21420', 'N21712', 'N62894']"
U89757,['N28736'],"['N20793', 'N55275', 'N47087', 'N35393', 'N60550', 'N31679', 'N34601', 'N62894', 'N40943', 'N3841', 'N34185', 'N4754', 'N20603', 'N62750', 'N26262', 'N54752', 'N41172', 'N27737', 'N33576', 'N33828', 'N41934', 'N21701', 'N38311', 'N9621', 'N59267', 'N36612', 'N45428', 'N55943', 'N36288', 'N48487']"
U84421,['N4642'],[]
U30800,"['N54936', 'N23784', 'N50302']","['N41387', 'N44290', 'N61760', 'N41020', 'N32544', 'N103', 'N7754', 'N23547', 'N22442', 'N60105', 'N31978', 'N28327']"
U83366,"['N8073', 'N1843', 'N2777']",['N49685']
U40032,['N53948'],"['N34185', 'N62318', 'N1539']"
U6474,"['N29177', 'N5488', 'N35009', 'N64777']","['N13930', 'N55204']"
U69611,"['N15857', 'N21876', 'N36246', 'N2018', 'N46978']","['N24272', 'N5442', 'N27845', 'N41881']"
U86478,"['N29177', 'N4912', 'N17387', 'N42330', 'N19494', 'N45729', 'N14349', 'N44751', 'N64273', 'N10470', 'N60702', 'N4642', 'N36557', 'N46091', 'N54571']","['N21420', 'N33831']"
U19040,"['N2923', 'N32483', 'N64273', 'N35009', 'N20344']","['N6056', 'N42397', 'N31978', 'N30475', 'N30870']"
U37898,[],[]
U51639,"['N29177', 'N40716', 'N48699', 'N52551', 'N11116', 'N59742', 'N53531', 'N18951', 'N6419', 'N1603', 'N39118', 'N14150', 'N8893', 'N61388', 'N4593', 'N47895', 'N56486']","['N27789', 'N61623', 'N21701', 'N14592', 'N4642', 'N21420', 'N21712']"
U48045,"['N37562', 'N58722', 'N64273', 'N2777', 'N48715']","['N26262', 'N44290', 'N52409', 'N4754', 'N62894']"
U57061,"['N55189', 'N56447', 'N44251', 'N15761', 'N4020', 'N52551']","['N55275', 'N20793', 'N52294', 'N39949', 'N10511', 'N60186', 'N62563', 'N60550', 'N31679', 'N62894']"
U39366,"['N15034', 'N58264', 'N27612', 'N35009', 'N42528']","['N29212', 'N1539', 'N41387']"
U71268,['N16417'],"['N26130', 'N26179', 'N38783']"
U17947,"['N36133', 'N47508', 'N54490', 'N27103', 'N18106', 'N60702', 'N46929', 'N46795', 'N37327', 'N13700', 'N51942', 'N36754', 'N6102', 'N51112', 'N9824', 'N55189', 'N39511', 'N28088', 'N11068', 'N60607', 'N28965', 'N15023', 'N32020', 'N59590', 'N28463', 'N50456', 'N51396', 'N52551', 'N64955', 'N63332', 'N51692', 'N26026', 'N25691', 'N38143', 'N33337', 'N7499', 'N26627', 'N63180', 'N26714', 'N54149', 'N53948', 'N17589', 'N23239', 'N20718', 'N43677', 'N25485', 'N29857', 'N50938', 'N64273', 'N10986', 'N16344', 'N38182', 'N61388', 'N30531', 'N39192']","['N26262', 'N45173', 'N41020', 'N32544', 'N32182', 'N48077', 'N6066', 'N31978', 'N3344']"
U57441,[],"['N9621', 'N54752', 'N27737', 'N59267', 'N34185', 'N33828', 'N41934']"
U64015,"['N35671', 'N54522', 'N52551', 'N48284', 'N64554', 'N18468', 'N48715', 'N55582']","['N34185', 'N1539', 'N29212']"
U52937,"['N38298', 'N48715', 'N548', 'N55189', 'N2316', 'N51388', 'N21815', 'N20857', 'N7422', 'N52551', 'N32483', 'N54571', 'N53052', 'N50372', 'N23907', 'N23119', 'N18094', 'N1702', 'N3908']",[]
U74349,"['N54235', 'N7171', 'N64273', 'N53531']",['N41020']
U51446,[],['N61623']
U74525,"['N26179', 'N32312', 'N38298', 'N47508', 'N7938', 'N47479', 'N54300', 'N4079', 'N13927', 'N18106', 'N56775', 'N8073', 'N13117', 'N55897', 'N37915', 'N20575', 'N26900', 'N1066', 'N24578', 'N26319', 'N817', 'N11068', 'N37820', 'N5270', 'N59470', 'N15857', 'N51061', 'N35671', 'N32939', 'N40508', 'N51692', 'N27612', 'N60364', 'N30429', 'N16770', 'N64800', 'N564', 'N25450', 'N14644', 'N56011', 'N30477', 'N14742', 'N40716', 'N61708', 'N49809', 'N2533', 'N32742', 'N8331', 'N8448', 'N51818', 'N52303', 'N58644', 'N13935']","['N20793', 'N55275', 'N496', 'N41387', 'N35393', 'N29212', 'N31679', 'N16148', 'N34601', 'N62894', 'N3841', 'N46923', 'N33831', 'N62750', 'N26262', 'N54752', 'N33576', 'N1539', 'N21701', 'N17031', 'N6056', 'N9621', 'N61623', 'N45428', 'N55943']"
U71152,"['N35671', 'N62714', 'N5370', 'N37564', 'N24346', 'N39376']","['N17342', 'N8929', 'N28324', 'N8957', 'N26130', 'N16804', 'N42759', 'N25867', 'N24686', 'N3841', 'N23784', 'N3697', 'N9139', 'N33964', 'N23254', 'N28448', 'N33831', 'N57972', 'N59385', 'N35172', 'N55204', 'N26262', 'N3541', 'N41172', 'N15761', 'N20331', 'N25471', 'N40356', 'N40973', 'N49279', 'N30475', 'N50515', 'N50302', 'N58410', 'N1914', 'N6056', 'N38311', 'N61623', 'N103', 'N59981', 'N52585', 'N16344', 'N17140', 'N63538', 'N53585']"
U43613,"['N48614', 'N37404', 'N55897', 'N52551', 'N42128', 'N53585', 'N63855']","['N59981', 'N55204', 'N41172', 'N33964']"
U64432,"['N306', 'N60702', 'N871', 'N64536', 'N26130', 'N41881', 'N3500', 'N61388']",[]
U37015,['N49685'],[]
U88034,['N52551'],"['N4642', 'N21420', 'N33831', 'N21712']"
U65171,"['N44402', 'N138']","['N30475', 'N58271']"
U22930,"['N35671', 'N18321', 'N61249', 'N18951', 'N8448']","['N26179', 'N3541', 'N25546', 'N15761', 'N23784', 'N49685', 'N28324', 'N26130', 'N40356', 'N5905', 'N279', 'N23184', 'N50060', 'N38783']"
U4992,"['N50155', 'N38298', 'N45729', 'N20342', 'N55189', 'N4020', 'N47479', 'N61249', 'N22674', 'N2696', 'N12367', 'N35009', 'N46795', 'N61388', 'N46978']","['N43519', 'N6056', 'N21656', 'N28327', 'N41020', 'N61760', 'N7470', 'N962', 'N60105', 'N9139', 'N39786', 'N32544', 'N23547', 'N58271', 'N31978', 'N30475', 'N28385', 'N30870']"
U44846,"['N26264', 'N40526', 'N35560', 'N21771', 'N19429', 'N42128', 'N13927', 'N28123']",['N4642']
U15775,['N22345'],"['N6056', 'N45366', 'N14408', 'N61760', 'N962', 'N9139', 'N23547', 'N3179', 'N16920', 'N61608', 'N2823', 'N30475', 'N55204', 'N28327', 'N25049', 'N30518']"
U48169,[],"['N26262', 'N41020', 'N32544', 'N32182', 'N2823', 'N38309', 'N31978', 'N3344']"
U60135,"['N5370', 'N39360']","['N63817', 'N45173', 'N60932', 'N2823', 'N38309', 'N43460', 'N34420', 'N6903', 'N24686', 'N3841', 'N9139', 'N33831', 'N50107', 'N26262', 'N21656', 'N7470', 'N49194', 'N30475', 'N33677', 'N18947', 'N43266', 'N6056', 'N38311', 'N61623', 'N23547', 'N60105', 'N27932', 'N6066', 'N14592', 'N261', 'N31978', 'N28327']"
U11513,"['N57147', 'N52551', 'N63015', 'N6066', 'N21597', 'N521', 'N30531', 'N18697']","['N60186', 'N16148', 'N60550', 'N55325']"
U25208,"['N16317', 'N48076']","['N41881', 'N27845']"
U61454,"['N306', 'N6101', 'N31666']","['N4642', 'N21420']"
U46280,[],"['N62838', 'N43671', 'N54490', 'N28324', 'N54300', 'N30295', 'N26130', 'N22549', 'N5905', 'N55582', 'N41400', 'N23184', 'N38783', 'N43955', 'N55897', 'N23784', 'N52875', 'N41881', 'N26319', 'N57972', 'N279', 'N24272', 'N22617', 'N27845', 'N54752', 'N5442', 'N4080', 'N3727', 'N40356', 'N50372', 'N4912', 'N25546', 'N29857', 'N45428', 'N56665', 'N27583', 'N16344', 'N43001']"
U79765,"['N21576', 'N871', 'N10417', 'N61880']",['N4642']
U63983,[],"['N63538', 'N57090']"
U25381,"['N306', 'N43603', 'N55189', 'N4697', 'N64554', 'N30765', 'N61388']","['N4642', 'N33831']"
U83982,"['N64955', 'N2231', 'N770']","['N4642', 'N21420', 'N48705']"
U90997,"['N4593', 'N65039', 'N9226']","['N26262', 'N22320', 'N52557', 'N7112', 'N4754', 'N60992', 'N14592', 'N59385', 'N43386', 'N3344']"
U48347,['N32483'],"['N39949', 'N962', 'N18406', 'N31978', 'N33677', 'N3344', 'N59761']"
U88642,"['N306', 'N64955', 'N20575', 'N24261', 'N14114']","['N26262', 'N41172', 'N61623', 'N3841', 'N58410', 'N3697', 'N9139', 'N33964', 'N8957', 'N59981', 'N55204', 'N63538', 'N53585', 'N1914']"
U25638,"['N871', 'N32643', 'N54571']","['N4642', 'N4754', 'N59673', 'N21420']"
U16227,"['N29177', 'N38298', 'N17539', 'N23784', 'N15284', 'N47479', 'N33964', 'N54090', 'N35009', 'N53585', 'N61388', 'N56399', 'N37748', 'N49040', 'N10347']","['N61623', 'N24686', 'N17342', 'N8957', 'N36545', 'N5370', 'N41881', 'N59981', 'N21519', 'N17140', 'N55204', 'N50302', 'N63538', 'N25867']"
U90466,"['N53948', 'N38298', 'N25699', 'N31666', 'N58264', 'N20290', 'N20121', 'N3500', 'N30389']","['N6056', 'N26262', 'N45366', 'N24686', 'N30998', 'N13930', 'N8957', 'N55204', 'N53585', 'N30518']"
U38633,"['N49997', 'N3560', 'N15857', 'N61249', 'N18094', 'N28088', 'N27803', 'N3500']",[]
U34977,"['N6419', 'N45729']",['N60992']
U82902,"['N56665', 'N23184', 'N21358']",['N55204']
U93316,"['N6203', 'N51569']","['N41020', 'N43519', 'N32544', 'N60105']"
U92300,['N33677'],"['N41020', 'N32544', 'N32182', 'N2823', 'N38309', 'N31978', 'N30475', 'N3344']"
U65937,"['N59981', 'N44251']",[]
U41066,[],"['N4912', 'N49685', 'N39949', 'N29536']"
U91221,"['N55189', 'N53216', 'N64777']",[]
U84915,[],"['N26130', 'N5905', 'N23184', 'N50060', 'N38783', 'N27101', 'N23784', 'N49685', 'N279', 'N46309', 'N60186', 'N46258', 'N49030', 'N3737', 'N43587', 'N25546', 'N39949', 'N38488', 'N45428', 'N21519', 'N26179', 'N59761']"
U32894,[],"['N26262', 'N41172', 'N58410', 'N33964', 'N8957', 'N59981', 'N52585', 'N63538', 'N53585']"
U16386,[],"['N43519', 'N21656', 'N41020', 'N32544', 'N60105', 'N31978', 'N61463']"
U66522,"['N28550', 'N38629', 'N44423', 'N17387', 'N37033', 'N42435', 'N21136', 'N33063', 'N7062', 'N32483', 'N4020', 'N51692', 'N61313', 'N60364', 'N54235', 'N33513', 'N42528', 'N45355', 'N7327', 'N16344', 'N38909', 'N20286', 'N10414']","['N55275', 'N20793', 'N496', 'N54752', 'N61623', 'N3841', 'N46923', 'N55555', 'N39399', 'N45428', 'N33831', 'N20603', 'N21701', 'N31679', 'N41612', 'N16148', 'N62894']"
U60819,"['N306', 'N61313', 'N4020', 'N871']","['N33677', 'N14592']"
U58442,"['N29177', 'N14780']","['N38783', 'N5370', 'N26130', 'N25471', 'N50302', 'N41651', 'N14305']"
U40709,"['N17589', 'N23907', 'N58722', 'N38783']","['N41881', 'N27845', 'N52433']"
U30125,"['N64562', 'N52718', 'N6107', 'N12400', 'N52906', 'N29382', 'N58264', 'N24578', 'N19594', 'N17887', 'N33063', 'N58262', 'N53216', 'N36530', 'N25113', 'N871', 'N61623', 'N8448', 'N50299']",[]
U19393,[],[]
U58521,[],"['N11087', 'N39360', 'N48077', 'N12029', 'N54393']"
U23245,['N42128'],['N53585']
U37536,"['N57111', 'N53531']",['N49685']
U45583,"['N15034', 'N23239', 'N9955', 'N53531', 'N6464', 'N31978', 'N59156', 'N26179', 'N770']","['N38337', 'N32544', 'N60105']"
U33556,"['N306', 'N53281', 'N34694']","['N60992', 'N59673', 'N14592']"
U55597,"['N306', 'N45729']","['N4912', 'N56278', 'N3541', 'N61623', 'N24686', 'N15761', 'N23784', 'N61006', 'N26130', 'N23254', 'N5370', 'N57090', 'N63538', 'N28382', 'N1914']"
U86262,"['N306', 'N25677', 'N23119', 'N26026', 'N49279']","['N59390', 'N21519', 'N61185']"
U39150,"['N40689', 'N14644', 'N53052', 'N871', 'N54103', 'N28131', 'N36699', 'N52551', 'N11116', 'N62714', 'N21030', 'N1539', 'N63855']","['N55275', 'N20793', 'N496', 'N41387', 'N41165', 'N29212', 'N31679', 'N16148', 'N38306', 'N62894', 'N3841', 'N49955', 'N58264', 'N34185', 'N33831', 'N62750', 'N55723', 'N46736', 'N54752', 'N8907', 'N38797', 'N21701', 'N4404', 'N37793', 'N31395', 'N36408', 'N38311', 'N62318', 'N9621', 'N59267', 'N23547', 'N12029', 'N45428', 'N55943', 'N24109']"
U80599,"['N49481', 'N54936', 'N28691', 'N5499', 'N12900', 'N22705', 'N1843', 'N51015', 'N28088', 'N49040', 'N20857', 'N64554', 'N4717', 'N23614', 'N46091', 'N13935']","['N8929', 'N5442', 'N14305', 'N36545', 'N26130', 'N41881', 'N6658', 'N45211', 'N1914', 'N14780', 'N41651', 'N12579', 'N61185', 'N38783']"
U42943,"['N32643', 'N45729']","['N24111', 'N6056', 'N41020', 'N32544', 'N23547', 'N27932', 'N32182', 'N38309', 'N31978', 'N33677', 'N3344']"
U10265,"['N62875', 'N58698', 'N20121']","['N25949', 'N41172', 'N59673', 'N60992', 'N14592', 'N43386']"
